"GENDER","CATEGORY","College Code","College Name","Branch","Place","Last Rank (2022)"
"MALE","BC-B","SSCC","SRINIVASA INSTITUTE OF TECHNOLOGY AND MANG STUDIES","COMPUTER SCIENCE AND ENGINEERING","CHITTOOR","111716"
"MALE","BC-B","VHNI","SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","TIRUVURU","112162"
"MALE","BC-B","DNRE","DNR COLLEGE OF ENGG AND TECH","COMPUTER SCIENCE AND ENGINEERING","BHIMAVARAM","113734"
"MALE","BC-B","RUCESF","RAYALASEEMA UNIVERSITY COLLEGE OF ENGG-SELF FINANCE","COMPUTER SCIENCE AND ENGINEERING","KURNOOL","113903"
"MALE","BC-B","SVPP","SRI VENKATESA PERUMAL COLLEGE OF ENGG. AND TECH","COMPUTER SCIENCE AND ENGINEERING","PUTTUR","114348"
"MALE","BC-B","VITK","P B R VISVODAYA INSTITUTE OF TECHNOLOGY AND SCI.","COMPUTER SCIENCE AND ENGINEERING","KAVALI","115206"
"MALE","BC-B","KTSP","KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE","COMPUTER SCIENCE AND ENGINEERING","DIVILI","116353"
"MALE","BC-B","MVRS","M.V.R.COLL OF ENGINEERING AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","PARITALA","116997"
"MALE","BC-B","SVCN","SREE VENKATESWARA COLL OF ENGG","COMPUTER SCIENCE AND ENGINEERING","NELLORE","117570"
"MALE","BC-B","CEVP","CHAITANYA ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","VISAKHAPATNA M","119134"
"MALE","BC-B","RIET","RAJAMAHENDRI INST OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","RAJAHMUNDRY","119888"
"MALE","BC-B","KUPM","KUPPAM ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","KUPPAM","122336"
"MALE","BC-B","MBUTPU2","MOHAN BABU UNIVERSITY","COMPUTER SCIENCE AND ENGINEERING","RANGAMPETA","122376"
"MALE","BC-B","SVET","SRI VASAVI INSTT OF ENGINEERING AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","PEDANA","122981"
"MALE","BC-B","NRIT","NRI INSTT OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","GUNTUR","123534"
"MALE","BC-B","PREC","DR PAUL RAJS ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","YETAPAKA","124542"
"MALE","BC-B","CITY","CHALAPATHI INST OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","GUNTUR","127416"
"MALE","BC-B","SRET","SREE RAMA ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","TIRUPATHI","128178"
"MALE","BC-B","SVIT","SRI VENKATESWARA INST OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","ANANTAPURAM U","128553"
"MALE","BC-B","AECN","ANDHRA ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","ATMAKUR N","128736"
"MALE","BC-B","GITS","GONNA INST OF INFO TECHNOLOGY SCIENCES","COMPUTER SCIENCE AND ENGINEERING","VISAKHAPATNA M","130795"
"MALE","BC-B","AITK","ANNAMACHARYA INST OF TECH AND SCI","COMPUTER SCIENCE AND ENGINEERING","KADAPA","131824"
"MALE","BC-B","MTIE","MOTHER THERESA INST OF ENGG AND TECH","COMPUTER SCIENCE AND ENGINEERING","PALAMNER","132733"
"MALE","BC-B","BVSR","BVSR ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","CHIMAKURTHY","132850"
"MALE","BC-B","STMV","SANKETHIKA INST OF TECHNOLOGY MANAGEMENT","COMPUTER SCIENCE AND ENGINEERING","VISAKHAPATNA M","133655"
"MALE","BC-B","PSCV","POTTI SRIRAMULU COLLEGE OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","VIJAYAWADA","134524"
"MALE","BC-B","DIET","DADI INSTT. OF ENGINEERING AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","ANAKAPALLE","134779"
"MALE","BC-B","SVUCSS","S V U COLLEGE OF ENGG. -SELF SUPPORTING-TIRUPATHI","COMPUTER SCIENCE AND ENGINEERING","TIRUPATHI","135406"
"MALE","BC-B","ABRK","ABR COLLEGE OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","KANIGIRI","135844"
"MALE","BC-B","AVEN","AVANTHI INSTITUTE OF ENGG. AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","NARSIPATNAM","138433"
"MALE","BC-B","TECH","TADIPATRI ENGG COLLEGE","COMPUTER SCIENCE AND ENGINEERING","TADIPATRI","139912"
"MALE","BC-B","CHBR","CHEBROLU ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","GUNTUR","140056"
"MALE","BC-B","CHKN","CHAITANYA INST. OF SCI. AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","KAKINADA","141519"
"MALE","BC-B","DSIT","D.B.S.INST OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","KAVALI","142159"
"MALE","BC-B","PYDE","PYDAH COLL OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","KAKINADA","142753"
"MALE","BC-B","SIMH","SIMHADRI EDNL SOC GRP OF INSTNS","COMPUTER SCIENCE AND ENGINEERING","SABBAVARAM","143081"
"MALE","BC-B","SVCK","SRI VENKATESWARA COLLEGE OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","KADAPA","144134"
"MALE","BC-B","VETS","SR VENKATESWARA COLL OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","SRIKAKULAM","144335"
"MALE","BC-B","ASTC","AVANTHIS ST THERESSA INSTITUTE OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","CHEEPURUPALLI","144614"
"MALE","BC-B","SEAT","SIDDARTHA EDNL ACADEMY GRP OF INSTNS","COMPUTER SCIENCE AND ENGINEERING","TIRUPATHI","147009"
"MALE","BC-B","MJRT","MJR COLLEGE OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","PILER","147324"
"MALE","BC-B","KRUESF","KRISHNA UNIVERSITY COLLEGE OF ENGG AND TECHNOLOGY-SLEF FINAN","COMPUTER SCIENCE AND ENGINEERING","MACHILIPATNA M","148581"
"MALE","BC-B","GECG","GUNTUR ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","GUNTUR","149714"
"MALE","BC-B","VCTN","VIKAS COLLEGE OF ENGINEERING AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","VIJAYAWADA","151025"
"MALE","BC-B","VGTN","VIKAS GROUP OF INSTITUTIONS","COMPUTER SCIENCE AND ENGINEERING","VIJAYAWADA RURAL","151418"
"MALE","BC-B","BVRM","BHIMAVARAM INST. OF ENGG. AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","BHIMAVARAM","151910"
"MALE","BC-B","LIMT","LINGAYAS INST OF MGMT AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","VIJAYAWADA","153330"
"MALE","BC-B","BRNK","BRINDAVAN INST OF TECHNOLOGY AND SCI","COMPUTER SCIENCE AND ENGINEERING","KURNOOL","154215"
"MALE","BC-B","WISE","WEST GODAVARI INSTT OF SCIENCE AND ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","NALLAJERLA","155629"
"MALE","BC-B","VISM","VISWAM ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","MADANAPALLE","155749"
"MALE","BC-B","ANMB","ACHARYA COLLEGE OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","BADVEL","155838"
"MALE","BC-B","MRCL","MIRACLE EDNL SOC GROUP OF INSTNS","COMPUTER SCIENCE AND ENGINEERING","BHOGAPURAM","156414"
"MALE","BC-B","SVIK","SRI VENKATESWARA INSTT. OF SCIENCE AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","KADAPA","156819"
"MALE","BC-B","KORM","KANDULA OBUL REDDY MEMORIAL COLL. OF ENGG.","COMPUTER SCIENCE AND ENGINEERING","KADAPA","156847"
"MALE","BC-B","RSRN","RAMIREDDY SUBBA RAMIREDDY ENGG COLLEGE","COMPUTER SCIENCE AND ENGINEERING","NELLORE","157125"
"MALE","BC-B","STEN","SAI TIRUMALA N V R ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","NARSARAOPET","157202"
"MALE","BC-B","ASIT","AUDI SANKARA INST OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","GUDUR","157260"
"MALE","BC-B","SIEN","SRI SARATHI INSTITUTE OF ENGG. AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","NUZVID","157306"
"MALE","BC-B","NVRT","N.V.R.COLLEGE OF ENGG TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","TENALI","157709"
"MALE","BC-B","CVRT","SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES","COMPUTER SCIENCE AND ENGINEERING","TADIPATRI","158238"
"MALE","BC-B","SATS","SRI ANNAMACHARYA INSTITUTE OF TECHNOLOGY AND SCIENCE","COMPUTER SCIENCE AND ENGINEERING","RAJAMPETA","158932"
"MALE","BC-B","HIND","HINDU COLLEGE OF ENGINEERING AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","GUNTUR","159089"
"MALE","BC-B","BEMA","BHEEMA INST OF TECHNOLOGY AND SCI","COMPUTER SCIENCE AND ENGINEERING","ADONI","159234"
"MALE","BC-B","ARTB","AVANTHIS RESEARCH AND TECHNOLOGICAL ACADEMY","COMPUTER SCIENCE AND ENGINEERING","BHOGAPURAM","159942"
"MALE","BC-B","GVRS","G V R AND S COLLEGE OF ENGG. AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","GUNTUR","160397"
"MALE","BC-B","UNIV","UNIVERSAL COLLEGE OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","GUNTUR","160934"
"MALE","BC-B","NEWS","NEWTONS INST OF SCI AND TECH","COMPUTER SCIENCE AND ENGINEERING","MACHERLA","160991"
"MALE","BC-B","GKCS","GOKULA KRISHNA COLLEGE OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","SULLURPET","161023"
"MALE","BC-B","PITT","PRIYADARSHINI INST. OF TECHNOLOGY AND SCIENCES","COMPUTER SCIENCE AND ENGINEERING","TENALI","161315"
"MALE","BC-B","MPLG","SRI MITTAPALLI COLLEGE OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","GUNTUR","161551"
"MALE","BC-B","LENO","LENORA COLLEGE OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","RAMPACHODAV ARAM","161802"
"MALE","BC-B","SRIP","SAI RAJESWARI INSTITUTE OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","PRODDATUR","161848"
"MALE","BC-B","KISR","KAKINADA INSTITUTE OF TECHNOLOGY SCIENCES","COMPUTER SCIENCE AND ENGINEERING","RAMACHANDRA PURAM","162132"
"MALE","BC-B","PRIK","PRIYADARSHINI COLL OF ENGG. AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","NELLORE","162592"
"MALE","BC-B","NITN","NARSARAOPET INSTITUTE OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","NARSARAOPET","162865"
"MALE","BC-B","CECC","CHIRALA ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","CHIRALA","163513"
"MALE","BC-B","BESTPU","BHARATIYA ENGG, SCI. &TECH INNOVATION UNIVERSITY","COMPUTER SCIENCE AND ENGINEERING","ANANTAPUR","163789"
"MALE","BC-B","KCIT","KRISHNA CHAITANYA INST OF TECHNOLOGY AND SCIENCES","COMPUTER SCIENCE AND ENGINEERING","MARKAPUR","163831"
"MALE","BC-B","RKCE","R.K.COLLEGE OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","IBRAHIMPATNA M","163899"
"MALE","BC-B","NEWT","NEWTON INSTITUTE OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","MACHERLA","163900"
"MALE","BC-B","SGIT","DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","MARKAPUR","163952"
"MALE","BC-B","IITM","INDIRA INST OF TECHNOLOGY SCI","COMPUTER SCIENCE AND ENGINEERING","MARKAPUR","164329"
"MALE","BC-B","ASVR","SVR ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","NANDYAL","165372"
"MALE","BC-B","AMRN","A.M.REDDY MEMORIAL COLL. OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","NARSARAOPET","166282"
"MALE","BC-B","MIET","MANDAVA INSTITUTE OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","JAGGAIAHPETA","166478"
"MALE","BC-B","RPRA","RISE KRISHNA SAI PRAKASAM GROUP OF INSTITUTIONS","COMPUTER SCIENCE AND ENGINEERING","ONGOLE","166478"
"MALE","BC-B","PKSK","PRAKASAM ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","KANDKUR","166843"
"MALE","BC-B","VSPT","VISAKHA INST OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","VISAKHAPATNA M","166876"
"MALE","BC-B","ACEE","ADARSH COLLEGE OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","GOLLAPROLU","167292"
"MALE","BC-B","RGAN","RISE KRISHNA SAI GANDHI GROUP OF INSTITUTIONS","COMPUTER SCIENCE AND ENGINEERING","ONGOLE","167471"
"MALE","BC-B","PDIT","PRIYADARSHINI INST OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","TIRUPATHI","167875"
"MALE","BC-B","KMMT","KMM INST OF TECHNOLOGY AND SCIENCE","COMPUTER SCIENCE AND ENGINEERING","TIRUPATHI","167970"
"MALE","BC-B","VITS","VAAGDEVI INSTITUTE OF TECHNOLOGY. AND SCI.","COMPUTER SCIENCE AND ENGINEERING","PRODDATUR","168089"
"MALE","BC-B","SRSR","SRI SAI INSTITUTE OF TECHNOLOGY. AND SCI.","COMPUTER SCIENCE AND ENGINEERING","RAYCHOTI","168196"
"MALE","BC-B","VRIT","VARAPRASAD REDDY INST OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","SATTENAPALLY","168196"
"MALE","BC-B","PIIT","PRIYADARSHINI INST OF TECH AND MGMT","COMPUTER SCIENCE AND ENGINEERING","GUNTUR","168261"
"MALE","BC-B","LOYL","LOYOLA INSTITUTE OF TECHNOLOGY AND MGMT","COMPUTER SCIENCE AND ENGINEERING","SATTENAPALLY","168446"
"MALE","BC-B","SVHE","D M S S V H COLLEGE OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","MACHILIPATNA M","168806"
"MALE","BC-B","VVGV","VKR VNB AND AGK ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","GUDIVADA","169099"
"MALE","BC-B","SRTS","SRINIVASA INST OF TECHNOLOGY SCIENCE","COMPUTER SCIENCE AND ENGINEERING","KADAPA","169122"
"MALE","BC-B","GVIC","GOLDEN VALLEY INTEGRATED CAMPUS","COMPUTER SCIENCE AND ENGINEERING","MADANAPALLE","169131"
"MALE","BC-B","GGIB","GOKUL GROUP OF INSTITUTIONS","COMPUTER SCIENCE AND ENGINEERING","BOBBILI","169131"
"MALE","BC-B","CRIT","CHIRANJIVI REDDY INST OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","ANANTAPURAM U","169131"
"MALE","BC-B","PPDV","PALADUGU PARVATHI DEVI COLLEGE OF ENGG AND TECH","COMPUTER SCIENCE AND ENGINEERING","VIJAYAWADA","169131"
"MALE","BC-B","NOVA","NOVA COLLEGE OF ENGG. AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","JANGAREDDYG UDEM","169169"
"MALE","BC-B","NIST","NARAYANADRI INST OF SCI TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","RAJAMPETA","169773"
"MALE","BC-B","HITE","HELAPURI INST OF TECH AND SCIENCE","COMPUTER SCIENCE AND ENGINEERING","ELURU","172741"
"MALE","BC-B","JNTK","JNTUK COLLEGE OF ENGG. KAKINADA","ELECTRONICS AND COMMUNICATION ENGINEERING","KAKINADA","6307"
"MALE","BC-B","VITAPU","VIT-AP UNIVERSITY","ELECTRONICS AND COMMUNICATION ENGINEERING","AMARAVATHI","10199"
"MALE","BC-B","AUCE","A U COLLEGE OF ENGG. VISAKHAPATNAM","ELECTRONICS AND COMMUNICATION ENGINEERING","VISAKHAPATNA M","10660"
"MALE","BC-B","SRMUPU","S R M UNIVERSITY AP","ELECTRONICS AND COMMUNICATION ENGINEERING","AMARAVATHI","13112"
"MALE","BC-B","SVUC","S V U COLLEGE OF ENGG. TIRUPATHI","ELECTRONICS AND COMMUNICATION ENGINEERING","TIRUPATHI","13635"
"MALE","BC-B","VITAPU","VIT-AP UNIVERSITY","ELECTRONICS AND COMMUNICATION ENGINEERING","AMARAVATHI","15343"
"MALE","BC-B","GVPE","GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","VISAKHAPATNA M","16401"
"MALE","BC-B","JNTA","JNTUA COLLEGE OF ENGG. ANANTAPURAMU","ELECTRONICS AND COMMUNICATION ENGINEERING","ANANTAPURAM U","17712"
"MALE","BC-B","SRMUPU","S R M UNIVERSITY AP","ELECTRONICS AND COMMUNICATION ENGINEERING","AMARAVATHI","18837"
"MALE","BC-B","JNTV","JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM","ELECTRONICS AND COMMUNICATION ENGINEERING","VIZIANAGARAM","24272"
"MALE","BC-B","VRSE","V R SIDDHARTHA ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","VIJAYAWADA","29150"
"MALE","BC-B","GPRE","G P R ENGINEERING. COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","KURNOOL","31355"
"MALE","BC-B","MBUTPU1","MOHAN BABU UNIVERSITY","ELECTRONICS AND COMMUNICATION ENGINEERING","RANGAMPETA","31425"
"MALE","BC-B","SRKR","S R K R ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","BHIMAVARAM","33556"
"MALE","BC-B","PPSV","PRASAD V POTLURI SIDDHARTHA INSTT OF TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","VIJAYAWADA","35136"
"MALE","BC-B","VITB","VISHNU GRP OF INSTNS - VISHNU INST OF TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","BHIMAVARAM","35143"
"MALE","BC-B","VIVP","VIGNANS INSTITUTE OF INFORMATION TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","VISAKHAPATNA M","37676"
"MALE","BC-B","RVJC","R V R AND J C COLLEGE OF ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","GUNTUR","39531"
"MALE","BC-B","JNTP","JNTUA COLLEGE OF ENGG PULIVENDULA","ELECTRONICS AND COMMUNICATION ENGINEERING","PULIVENDULA","42993"
"MALE","BC-B","SRIT","SRINIVASA RAMANUJAN INST OF TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","ANANTAPURAM U","44182"
"MALE","BC-B","JNTC","JNTUA COLLEGE OF ENGINEERING. KALIKIRI","ELECTRONICS AND COMMUNICATION ENGINEERING","KALIKIRI","45078"
"MALE","BC-B","ANIL","ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI","ELECTRONICS AND COMMUNICATION ENGINEERING","BHEEMUNIPAT NAM","46322"
"MALE","BC-B","MVRG","M V G R COLLEGE OF ENGINEERNG","ELECTRONICS AND COMMUNICATION ENGINEERING","VIZIANAGARAM","46799"
"MALE","BC-B","VVIT","VASIREDDY VENKATADRI INST. OF TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","GUNTUR","47445"
"MALE","BC-B","ADTP","ADITYA ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","PEDDAPURAM","48514"
"MALE","BC-B","GMRI","G M R INSTITUTE OF TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","RAJAM","51236"
"MALE","BC-B","LBCE","LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","MYLAVARAM","53660"
"MALE","BC-B","MITS","MADANAPALLY INSTITUTE OF TECHNOLOGY AND SCI","ELECTRONICS AND COMMUNICATION ENGINEERING","MADANAPALLE","54850"
"MALE","BC-B","CENUPU","CENTURION UNIVERSITY OF TECHNOLOGY & MANAGEMENT","ELECTRONICS AND COMMUNICATION ENGINEERING","TEKKALI","55226"
"MALE","BC-B","GDLV","SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","GUDLAVALLERU","61039"
"MALE","BC-B","ACET","ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","PEDDAPURAM","62248"
"MALE","BC-B","LIET","LENDI INST OF ENGG AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","VIZIANAGARAM","62287"
"MALE","BC-B","VSVT","SRI VASAVI ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","TADEPALLIGUD EM","63146"
"MALE","BC-B","SVCE","SRI VENKATESWARA COLL OF ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","TIRUPATHI","63626"
"MALE","BC-B","SKUASF","SRI KRISHNADEVARAYA UNIV.COLL.OF ENG.- SELF FINANCE","ELECTRONICS AND COMMUNICATION ENGINEERING","ANANTAPURAM U","66075"
"MALE","BC-B","VLIT","VIGNANS LARA INST. OF TECHNOLOGY AND SCI","ELECTRONICS AND COMMUNICATION ENGINEERING","VADLAMUDI","67082"
"MALE","BC-B","PRAG","PRAGATI ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","PEDDAPURAM","67618"
"MALE","BC-B","BECB","BAPATLA ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","BAPATLA","68661"
"MALE","BC-B","RGIT","RAJIV GANDHI MEMORIAL COLLEGE OF ENGG. AND TECH.","ELECTRONICS AND COMMUNICATION ENGINEERING","NANDYAL","68898"
"MALE","BC-B","ANURSF","ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE","ELECTRONICS AND COMMUNICATION ENGINEERING","RAJAHMUNDRY","69204"
"MALE","BC-B","RAGU","RAGHU ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","BHEEMUNIPAT NAM","70990"
"MALE","BC-B","ADIT","ADITYA INSTITUTE OF TECHNOLOGY AND MGMT","ELECTRONICS AND COMMUNICATION ENGINEERING","TEKKALI","71584"
"MALE","BC-B","GVPT","G V P COLLEGE FOR DEGREE AND PG COURSES","ELECTRONICS AND COMMUNICATION ENGINEERING","VISAKHAPATNA M","72933"
"MALE","BC-B","PCEK","G.PULLAIAH COLL. OF ENGG. AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","KURNOOL","75915"
"MALE","BC-B","ANCUSF","ANU COLLEGE OF ENGG TECHNOLOGY-SELF FINANCE","ELECTRONICS AND COMMUNICATION ENGINEERING","GUNTUR","76511"
"MALE","BC-B","ACES","ADITYA COLLEGE OF ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","PEDDAPURAM","76754"
"MALE","BC-B","AITS","ANNAMACHARYA INST OF TECHNOLOGY AND SCIENCES","ELECTRONICS AND COMMUNICATION ENGINEERING","RAJAMPETA","77144"
"MALE","BC-B","BVTS","BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.","ELECTRONICS AND COMMUNICATION ENGINEERING","AMALAPURAM","81132"
"MALE","BC-B","RITV","RAGHU INST. OF TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","BHEEMUNIPAT NAM","81395"
"MALE","BC-B","GIER","GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","RAJAHMUNDRY","81550"
"MALE","BC-B","KITS","KKR AND KSR INST OF TECHNOLOGY AND SCI","ELECTRONICS AND COMMUNICATION ENGINEERING","GUNTUR","82444"
"MALE","BC-B","NSRT","NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","VISAKHAPATNA M","83655"
"MALE","BC-B","BVCE","B V CHALAMAIAH ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","ODALAREVU","87719"
"MALE","BC-B","KISR","KAKINADA INSTITUTE OF TECHNOLOGY SCIENCES","ELECTRONICS AND COMMUNICATION ENGINEERING","RAMACHANDRA PURAM","87832"
"MALE","BC-B","SASI","SASI INSTITUTE OF TECHNOLOGY AND ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","TADEPALLIGUD EM","88485"
"MALE","BC-B","CRRE","SIR C R R COLLEGE OF ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","ELURU","92604"
"MALE","BC-B","NARN","NARAYANA ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","NELLORE","93082"
"MALE","BC-B","NBKR","NBKR INSTITUTE OF SCI. AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","VIDYANAGAR","94049"
"MALE","BC-B","GVRS","G V R AND S COLLEGE OF ENGG. AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","GUNTUR","94049"
"MALE","BC-B","CENUPU","CENTURION UNIVERSITY OF TECHNOLOGY & MANAGEMENT","ELECTRONICS AND COMMUNICATION ENGINEERING","TEKKALI","94371"
"MALE","BC-B","SVUCSS","S V U COLLEGE OF ENGG. -SELF SUPPORTING-TIRUPATHI","ELECTRONICS AND COMMUNICATION ENGINEERING","TIRUPATHI","95011"
"MALE","BC-B","AITT","ANNAMACHARYA INST OF TECHNOLOGYAND SCIENCES","ELECTRONICS AND COMMUNICATION ENGINEERING","TIRUPATHI","95374"
"MALE","BC-B","VCTN","VIKAS COLLEGE OF ENGINEERING AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","VIJAYAWADA","95468"
"MALE","BC-B","CECC","CHIRALA ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","CHIRALA","95770"
"MALE","BC-B","JNTN","JNTUK COLLEGE OF ENGINEERING NARSARAOPETA","ELECTRONICS AND COMMUNICATION ENGINEERING","NARSARAOPET","97100"
"MALE","BC-B","ALIT","ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","VIJAYAWADA","98222"
"MALE","BC-B","SDTN","SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","PUTTUR","98222"
"MALE","BC-B","SIEN","SRI SARATHI INSTITUTE OF ENGG. AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","NUZVID","99580"
"MALE","BC-B","GTNN","GEETHANJALI INST OF SCIENCE AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","NELLORE","100444"
"MALE","BC-B","KSRM","K S R M COLLEGE OF ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","KADAPA","101133"
